saldo_corrente,duracao_emp_meses,historico_credito,quantia_real,saldo_poupanca,tempo_empregado,porcentagem_renda,anos_residencia,idade,qtd_emprestimos_existentes,dependentes,telefone,motivo_educacao,motivo_moveis/eletrodomesticos,motivo_negocios,motivo_renovacao,outro_credito_loja,outro_credito_nenhum,residencia_outros,residencia_propria,emprego_gerencial,emprego_nao-qualificado,emprego_qualificado
-1,2.0,3,7938.02,1,4,2.0,2.0,33,1,1,1,0,0,0,0,0,1,0,1,0,0,1
1,3.0,3,6756.1,1,1,3.0,4.0,55,1,1,1,0,1,0,0,0,1,1,0,1,0,0
-1,4.0,1,2088.68,-1,5,4.0,3.0,33,1,2,1,0,1,0,0,0,0,0,1,0,1,0
-1,2.0,1,3448.81,3,3,2.0,2.0,47,2,1,1,0,1,0,0,0,1,0,1,0,1,0
-1,4.0,3,8336.38,1,2,4.0,4.0,26,1,1,2,0,1,0,0,0,1,0,1,0,0,1
1,2.0,3,6936.94,3,3,2.0,3.0,44,1,2,1,0,1,0,0,0,1,0,0,0,0,1
1,1.0,3,6580.5,1,1,1.0,4.0,23,1,1,1,0,0,0,0,0,1,0,0,0,0,1
-1,4.0,3,6114.02,3,5,4.0,2.0,30,1,1,1,0,1,0,0,0,0,0,1,1,0,0
2,3.0,1,2767.41,1,5,3.0,3.0,30,2,1,1,0,0,0,0,0,0,0,1,0,0,1
1,4.0,3,4835.13,1,3,4.0,4.0,23,1,1,2,0,1,0,0,0,1,1,0,0,0,1
-1,3.0,3,3307.29,1,3,3.0,2.0,25,1,1,1,0,1,0,0,0,1,0,1,0,0,1
-1,2.0,3,9243.15,-1,2,2.0,3.0,45,1,2,2,0,0,0,0,0,1,0,1,1,0,0
2,4.0,3,4059.42,-1,2,4.0,2.0,35,1,1,1,0,0,0,0,0,1,0,1,0,0,0
2,3.0,5,5969.89,2,2,3.0,3.0,28,2,1,1,0,0,0,0,0,1,0,1,0,0,1
-1,2.0,5,7230.43,1,5,2.0,4.0,34,2,1,1,0,1,0,0,0,1,0,1,0,0,1
-1,4.0,3,5909.61,-1,2,4.0,1.0,54,1,1,1,0,0,0,0,0,1,0,1,0,0,1
2,2.0,3,3645.38,1,3,2.0,1.0,27,1,1,2,0,0,1,0,0,0,0,1,0,0,1
1,4.0,3,2358.6,-1,3,4.0,2.0,23,1,1,1,0,0,0,0,0,1,0,1,0,0,1
3,4.0,1,3530.05,-1,4,4.0,2.0,27,2,1,2,0,1,0,0,0,1,0,1,0,0,1
1,4.0,3,4200.94,1,5,4.0,4.0,55,1,1,1,0,1,0,0,0,1,0,1,0,0,1
2,2.0,4,3312.52,2,3,2.0,2.0,25,1,1,1,0,0,0,0,0,1,0,0,0,0,1
1,3.0,1,14075.67,1,3,3.0,2.0,28,2,1,1,0,1,0,0,0,1,0,1,0,0,1
-1,4.0,3,22506.36,2,5,4.0,2.0,45,1,1,2,0,0,0,0,0,1,0,1,1,0,0
1,4.0,4,888.42,1,5,4.0,1.0,45,1,1,1,1,0,0,0,0,0,0,1,0,1,0
2,4.0,2,5029.08,2,2,4.0,3.0,30,2,1,1,0,1,0,0,1,0,0,1,1,0,0
2,4.0,3,723.32,1,3,4.0,4.0,22,1,1,1,0,0,0,0,0,1,0,0,0,1,0
1,4.0,1,4926.88,1,4,4.0,1.0,32,2,1,2,0,1,0,0,0,1,0,1,1,0,0
2,3.0,5,41786.71,1,2,3.0,4.0,58,1,1,2,0,0,1,0,0,1,0,0,0,0,1
-1,1.0,3,9374.16,2,3,1.0,2.0,26,1,2,1,0,0,0,0,0,1,0,0,0,0,1
3,2.0,1,6077.37,1,2,2.0,1.0,33,1,1,1,1,0,0,0,0,1,0,0,0,0,1
-1,4.0,1,15123.95,1,4,4.0,2.0,25,2,1,1,0,1,0,0,0,1,0,1,0,0,1
1,2.0,3,3595.56,1,4,2.0,3.0,36,1,1,1,0,0,0,0,0,1,0,1,0,0,1
2,1.0,5,8501.47,1,3,1.0,4.0,33,2,1,2,0,1,0,0,0,0,0,1,0,0,1
2,1.0,3,2513.24,1,3,1.0,2.0,29,1,1,1,0,1,0,0,0,1,0,1,0,0,1
3,4.0,5,3503.86,1,2,4.0,2.0,34,2,1,2,0,1,0,0,0,1,0,1,1,0,0
3,4.0,3,5503.41,1,3,4.0,2.0,37,1,1,1,0,1,0,0,1,0,0,1,0,0,1
2,4.0,3,5406.48,1,2,4.0,3.0,30,1,1,2,0,1,0,0,0,1,0,0,1,0,0
-1,4.0,1,3372.8,4,5,4.0,4.0,37,2,1,2,0,0,0,0,0,1,0,1,0,0,1
1,2.0,1,16822.12,1,5,2.0,4.0,44,2,2,2,0,0,0,0,0,1,1,0,1,0,0
1,4.0,3,3341.38,-1,3,4.0,2.0,24,1,1,1,0,1,0,0,0,1,0,0,0,0,1
-1,3.0,1,15907.5,1,5,3.0,4.0,33,2,1,2,0,1,0,0,0,1,0,1,0,0,1
3,4.0,3,1027.32,1,2,4.0,4.0,23,1,1,2,1,0,0,0,0,1,0,0,0,0,1
2,4.0,2,18258.26,2,4,4.0,4.0,36,1,1,2,0,0,1,0,0,1,0,0,1,0,0
2,4.0,1,5029.08,1,4,4.0,3.0,35,1,1,2,0,1,0,0,0,1,0,0,0,0,1
1,1.0,1,8905.06,1,4,1.0,4.0,39,2,1,1,0,0,0,0,0,1,0,1,0,1,0
-1,3.0,1,15603.51,1,4,3.0,2.0,38,1,1,1,0,1,0,0,0,1,0,1,0,0,1
2,2.0,3,16950.56,-1,1,2.0,1.0,52,1,1,2,0,1,0,0,0,1,0,1,1,0,0
2,3.0,4,38738.87,2,5,3.0,4.0,60,2,1,2,0,0,0,0,0,0,1,0,1,0,0
3,1.0,3,5899.16,1,3,1.0,2.0,46,1,1,1,0,1,0,0,0,1,0,1,0,1,0
2,2.0,3,1973.36,1,3,2.0,3.0,64,1,1,1,0,1,0,0,0,1,0,1,0,0,1
1,4.0,1,16324.22,1,2,4.0,4.0,23,2,1,2,0,1,0,0,0,1,0,0,0,1,0
2,4.0,3,2639.02,4,3,4.0,1.0,22,1,1,1,0,0,0,0,0,1,0,1,0,0,1
2,3.0,2,18494.14,-1,4,3.0,4.0,36,2,2,2,0,0,0,0,0,0,0,0,1,0,0
2,4.0,1,4874.45,1,1,4.0,2.0,34,2,1,2,0,0,0,0,0,1,0,1,1,0,0
1,2.0,5,13871.26,1,1,2.0,4.0,50,2,1,2,0,0,1,0,1,0,0,1,0,0,1
2,3.0,3,34005.9,1,1,3.0,4.0,38,1,1,2,0,0,0,0,0,1,1,0,1,0,0
2,2.0,1,2510.62,1,4,2.0,3.0,47,2,2,1,0,0,0,0,0,1,0,1,0,1,0
-1,4.0,2,4075.16,4,5,4.0,4.0,55,2,2,1,0,0,0,1,0,1,1,0,0,0,1
1,3.0,1,12691.96,1,5,3.0,4.0,43,2,1,2,0,0,0,0,0,1,0,0,0,0,1
2,4.0,2,12348.65,-1,3,4.0,2.0,37,2,1,2,0,0,1,0,0,0,0,1,1,0,0
-1,4.0,3,2033.63,1,3,4.0,2.0,28,1,1,1,0,1,0,0,0,1,0,1,0,0,1
1,1.0,5,8160.78,1,2,1.0,4.0,26,1,1,1,0,1,0,0,0,1,0,0,0,0,1
-1,4.0,3,6997.21,1,5,4.0,4.0,35,1,1,2,0,0,0,0,0,1,0,1,1,0,0
1,4.0,3,5796.95,-1,4,4.0,4.0,39,1,1,2,0,1,0,0,0,1,0,1,0,0,1
1,4.0,1,7749.34,1,5,4.0,4.0,63,2,1,2,0,0,0,0,0,1,0,1,0,0,1
2,4.0,3,6087.83,1,4,4.0,4.0,24,1,1,1,0,1,0,0,0,1,0,0,0,0,1
1,4.0,3,8797.63,4,2,4.0,2.0,29,1,1,1,0,1,0,0,0,0,0,1,0,0,1
-1,4.0,3,2342.86,-1,4,4.0,3.0,40,1,1,2,1,0,0,0,0,1,0,1,0,0,1
2,3.0,3,2717.64,2,4,3.0,4.0,39,1,1,1,0,0,1,0,0,1,0,1,0,1,0
-1,4.0,1,3011.14,4,3,4.0,3.0,46,2,1,1,0,1,0,0,0,1,0,1,0,0,1
2,2.0,3,15928.47,1,4,2.0,2.0,32,1,1,1,0,0,0,0,0,1,0,1,0,0,1
2,2.0,3,9017.78,2,3,2.0,4.0,21,1,1,1,0,1,0,0,0,1,0,0,0,0,1
-1,1.0,3,15574.7,-1,2,1.0,1.0,44,2,1,2,0,1,0,0,0,1,0,1,0,0,1
-1,1.0,3,9990.0,2,2,1.0,4.0,23,1,1,2,0,0,0,0,0,1,0,1,0,0,1
1,4.0,3,1766.33,2,4,4.0,1.0,20,1,1,1,0,1,0,0,0,1,0,1,0,0,1
-1,1.0,4,2051.98,-1,3,1.0,2.0,26,1,2,1,0,0,0,0,1,0,0,1,0,1,0
-1,1.0,1,17718.38,1,4,1.0,3.0,45,2,2,2,0,0,0,0,0,1,0,1,1,0,0
1,2.0,3,9591.69,1,3,2.0,4.0,28,1,1,1,0,1,0,0,0,1,0,1,0,0,1
-1,2.0,3,23730.25,-1,3,2.0,4.0,35,1,2,2,1,0,0,0,0,1,1,0,0,1,0
-1,3.0,3,12115.38,2,3,3.0,2.0,40,1,1,2,1,0,0,0,0,1,0,1,1,0,0
2,2.0,3,2204.01,2,4,2.0,4.0,23,1,1,1,0,0,1,0,0,1,0,0,0,1,0
-1,4.0,3,5186.34,-1,5,4.0,2.0,35,1,1,1,0,1,0,0,0,1,0,1,0,0,1
-1,4.0,1,6148.11,1,4,4.0,3.0,35,2,1,2,0,0,0,0,0,1,0,1,0,0,1
-1,4.0,3,3430.46,-1,3,4.0,4.0,27,1,1,1,0,0,0,0,0,1,0,1,0,1,0
1,4.0,4,8776.67,3,2,4.0,4.0,30,1,2,2,0,1,0,0,0,1,1,0,0,0,1
-1,1.0,5,13111.23,-1,3,1.0,4.0,29,2,1,2,0,0,0,0,0,0,0,1,0,0,1
-1,1.0,1,3241.79,2,3,1.0,1.0,27,2,1,1,0,1,0,0,0,1,0,1,0,0,1
2,2.0,3,3113.34,1,5,2.0,4.0,39,1,2,1,0,0,1,0,0,1,0,1,0,0,1
-1,3.0,3,9140.94,2,4,3.0,4.0,23,1,1,1,0,0,0,0,0,1,0,1,0,0,1
1,4.0,3,9030.85,1,5,4.0,2.0,42,1,2,1,0,1,0,0,0,1,0,1,0,0,1
-1,4.0,2,5684.24,1,3,4.0,2.0,28,1,1,2,0,0,1,0,0,1,0,1,0,0,1
-1,4.0,3,2943.02,3,3,4.0,4.0,29,1,1,1,0,1,0,0,0,1,0,0,0,1,0
2,3.0,2,5409.1,1,1,3.0,2.0,34,1,1,2,0,1,0,0,0,1,0,1,1,0,0
2,4.0,3,1637.94,1,2,4.0,1.0,26,1,1,1,0,1,0,0,0,0,0,1,0,1,0
-1,2.0,3,3574.59,1,3,2.0,4.0,64,1,1,2,0,0,0,0,0,1,0,1,0,0,1
2,1.0,3,16950.56,-1,1,1.0,4.0,60,1,1,2,0,0,0,0,0,1,0,1,1,0,0
2,4.0,3,3409.5,1,5,4.0,2.0,32,1,1,1,0,1,0,0,0,1,0,1,0,1,0
2,4.0,2,6114.02,-1,2,4.0,2.0,29,1,1,1,0,1,0,0,0,0,0,1,0,1,0
-1,2.0,1,6300.13,1,3,2.0,2.0,26,2,1,1,0,1,0,0,0,1,0,1,0,0,1
1,4.0,1,2749.12,1,2,4.0,4.0,21,1,1,1,0,1,0,0,0,1,0,0,0,0,1
1,4.0,3,6758.72,1,2,4.0,1.0,33,1,2,1,0,0,0,0,0,1,0,1,0,1,0
2,2.0,3,7678.61,1,4,2.0,1.0,27,1,1,1,0,1,0,0,0,1,0,1,0,0,1
-1,4.0,1,948.7,2,3,4.0,4.0,52,2,1,1,0,0,0,0,0,1,0,1,0,1,0
-1,3.0,3,8988.92,3,5,3.0,2.0,31,1,2,2,0,1,0,0,0,1,0,1,0,0,1
1,1.0,3,9486.87,1,3,1.0,2.0,37,1,2,1,0,1,0,0,0,1,0,1,0,0,1
-1,4.0,1,3024.26,2,1,4.0,4.0,57,3,1,1,0,1,0,0,0,1,0,1,0,1,0
2,1.0,5,11114.3,1,3,1.0,4.0,36,3,1,2,0,0,1,0,0,1,0,1,0,1,0
-1,4.0,1,2610.21,-1,4,4.0,4.0,23,2,1,1,0,0,0,1,0,1,0,1,0,0,1
-1,2.0,3,8016.64,4,4,2.0,4.0,61,1,1,1,0,1,0,0,0,1,0,1,0,1,0
2,4.0,3,3147.43,1,2,4.0,1.0,26,1,1,1,0,0,0,0,0,1,0,1,0,0,1
-1,4.0,3,1852.8,1,3,4.0,2.0,30,2,1,1,0,1,0,0,0,0,0,1,0,0,1
3,2.0,1,2743.84,1,3,2.0,4.0,50,1,1,1,1,0,0,0,0,1,0,1,0,1,0
-1,2.0,2,22663.61,1,2,2.0,2.0,27,2,1,2,0,0,1,0,0,0,0,1,0,0,1
3,4.0,1,9478.98,-1,5,4.0,4.0,20,2,1,1,0,1,0,0,0,1,0,0,0,0,1
1,1.0,3,6182.19,2,1,1.0,1.0,33,1,1,1,0,1,0,0,0,1,0,1,0,0,1
3,4.0,2,5000.23,1,5,4.0,4.0,66,1,1,2,0,0,1,0,0,1,0,1,1,0,0
2,4.0,3,4132.82,4,2,4.0,1.0,20,1,1,1,0,1,0,0,0,1,0,1,0,0,1
-1,4.0,3,5985.62,1,4,4.0,2.0,28,1,1,2,0,1,0,0,0,1,0,1,0,0,1
2,1.0,2,15632.36,1,5,1.0,2.0,30,2,1,2,0,0,0,0,0,1,0,1,1,0,0
1,3.0,1,27839.44,1,5,3.0,4.0,38,3,2,2,0,0,0,0,0,1,1,0,1,0,0
2,3.0,3,1189.81,1,2,3.0,1.0,22,1,1,1,0,0,0,1,0,1,0,1,0,1,0
1,4.0,3,1858.08,1,5,4.0,4.0,57,1,1,1,0,1,0,0,1,0,0,1,0,1,0
1,2.0,3,8514.6,1,4,2.0,4.0,39,1,2,2,0,0,0,0,0,0,1,0,1,0,0
-1,2.0,3,8063.85,1,3,2.0,4.0,52,1,1,2,0,1,0,0,0,1,0,1,0,0,1
1,1.0,3,3543.17,3,1,1.0,2.0,23,1,1,2,0,0,0,0,0,1,0,0,0,0,0
1,4.0,1,3873.36,1,5,4.0,4.0,44,2,2,2,0,1,0,0,0,1,0,1,0,0,1
1,2.0,3,3359.73,1,3,2.0,4.0,20,1,1,1,0,1,0,0,0,1,0,0,0,0,1
2,2.0,3,18208.49,1,3,2.0,2.0,35,1,1,2,0,0,0,0,0,1,0,0,1,0,0
2,3.0,3,10778.83,3,2,3.0,4.0,28,1,1,1,0,0,0,0,0,1,0,0,0,0,1
3,4.0,3,13501.75,1,4,4.0,2.0,25,1,1,1,0,1,0,0,0,0,0,1,0,0,1
-1,2.0,3,8349.5,4,4,2.0,3.0,20,1,1,1,0,0,0,0,0,1,0,0,0,0,1
2,4.0,3,7233.09,-1,5,4.0,4.0,36,1,1,2,0,0,0,0,0,0,1,0,0,0,1
3,1.0,3,3249.63,2,5,1.0,4.0,48,1,2,1,0,0,0,0,0,1,1,0,0,1,0
1,4.0,1,4198.33,1,5,4.0,3.0,30,2,1,2,0,0,0,0,0,1,0,1,0,0,1
-1,4.0,2,6761.33,3,2,4.0,2.0,41,1,2,1,0,0,1,0,0,0,0,1,0,1,0
2,4.0,5,5118.17,1,5,4.0,4.0,61,1,1,2,0,0,1,0,0,1,1,0,1,0,0
3,2.0,3,6098.34,1,2,2.0,3.0,25,1,1,1,0,1,0,0,0,1,0,1,0,1,0
1,4.0,1,1596.01,1,4,4.0,3.0,37,2,1,1,0,0,0,0,0,1,0,1,0,0,1
2,4.0,3,2916.83,1,3,4.0,4.0,26,1,2,1,0,1,0,0,0,1,0,1,0,1,0
1,3.0,4,5084.13,1,2,3.0,4.0,36,1,1,2,0,1,0,0,0,0,1,0,1,0,0
-1,1.0,2,25085.15,1,2,1.0,1.0,28,2,1,1,0,0,1,0,0,1,0,1,0,0,1
2,3.0,3,7123.0,1,3,3.0,4.0,20,1,1,2,0,0,0,0,0,1,0,0,0,1,0
-1,2.0,1,5422.17,-1,3,2.0,1.0,26,2,1,1,0,1,0,0,0,1,0,1,0,0,1
1,2.0,3,7626.18,1,4,2.0,1.0,34,1,1,2,0,0,0,0,0,1,1,0,1,0,0
2,4.0,1,2316.67,1,5,4.0,4.0,36,1,2,2,0,0,0,0,0,0,0,1,0,0,1
-1,3.0,1,9906.14,1,2,3.0,2.0,35,2,1,2,0,1,0,0,0,1,0,1,1,0,0
2,3.0,3,6895.01,2,3,3.0,2.0,25,1,1,1,0,0,0,1,0,1,0,1,0,1,0
3,2.0,3,10254.74,1,3,2.0,2.0,23,1,1,2,0,1,0,0,0,1,0,1,0,0,1
-1,2.0,2,11195.54,2,3,2.0,2.0,26,2,1,1,0,0,1,0,0,1,0,1,0,1,0
1,3.0,3,11289.9,1,2,3.0,4.0,24,1,1,1,0,0,1,0,0,1,0,0,0,0,1
2,4.0,4,9345.35,2,4,4.0,2.0,30,1,1,1,0,0,1,0,0,1,0,1,0,0,1
3,2.0,3,5044.82,1,3,2.0,2.0,26,1,1,1,0,1,0,0,0,1,0,1,0,0,1
2,2.0,3,10042.43,1,2,2.0,1.0,22,1,1,1,0,1,0,0,0,1,0,1,0,0,1
1,2.0,3,7851.55,-1,3,2.0,4.0,20,1,1,1,0,1,0,0,0,1,0,1,0,0,1
1,2.0,3,9408.24,1,3,2.0,2.0,29,1,2,1,0,1,0,0,0,1,0,1,0,1,0
2,4.0,3,3142.2,1,4,4.0,4.0,67,2,1,2,1,0,0,0,0,1,0,1,1,0,0
-1,4.0,1,1879.04,1,5,4.0,4.0,52,3,1,1,0,1,0,0,0,1,0,1,0,0,1
1,4.0,3,6035.45,1,5,4.0,1.0,45,1,1,1,0,0,0,0,0,1,0,1,0,0,1
1,4.0,3,1905.24,2,2,4.0,3.0,33,1,1,2,0,1,0,0,0,1,0,1,0,1,0
-1,3.0,3,16544.36,-1,5,3.0,4.0,41,1,2,2,0,0,0,0,0,1,0,1,1,0,0
-1,2.0,3,24312.0,-1,3,2.0,4.0,48,1,1,2,0,0,0,0,0,1,1,0,0,0,1
-1,3.0,3,4067.27,1,4,3.0,1.0,32,1,2,1,0,1,0,0,0,0,0,1,0,0,1
-1,2.0,3,3692.53,2,1,2.0,4.0,64,1,1,1,0,1,0,0,0,1,0,1,0,0,1
2,4.0,3,6247.7,1,2,4.0,1.0,33,1,1,1,0,0,0,1,0,1,0,0,0,1,0
2,4.0,3,23675.2,2,2,4.0,1.0,29,1,1,2,0,1,0,0,0,1,0,0,1,0,0
1,4.0,1,3226.05,4,5,4.0,4.0,57,2,1,2,0,1,0,0,0,1,0,0,1,0,0
1,2.0,1,7335.3,1,3,2.0,2.0,36,2,2,1,0,0,0,0,0,1,0,0,0,0,1
-1,4.0,5,1116.41,1,5,4.0,4.0,39,1,1,1,0,1,0,0,0,1,0,1,0,1,0
-1,3.0,2,7843.71,1,3,3.0,2.0,28,2,1,1,0,0,0,0,1,0,0,1,0,1,0
2,4.0,3,6625.09,1,2,4.0,1.0,32,1,2,2,0,0,1,0,0,1,0,1,0,0,1
